,Type,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
1028,,39,35,44,28,20,24,23,15,23,31,33,26,35,22
1029,,555,514,172,143,152,129,123,49,115,145,149,197,174,285
1030,,346,247,321,243,259,315,217,199,190,178,165,147,126,155
1031,,2,2,2,1,1,1,1,1,1,1,1,1,1,1
1032,,116,99,162,142,171,177,179,159,199,160,152,171,192,235
1033,,17,19,23,19,19,16,19,0,10,2,9,7,9,11
1034,,247,232,167,145,149,139,129,94,120,127,138,147,135,137
1035,,2,1,3,0,2,2,2,6,5,4,4,3,4,4
1036,,35,35,28,40,60,40,33,127,166,108,109,120,69,39
1037,,53,60,51,36,38,42,45,29,52,58,70,78,65,43
1038,,221,209,226,213,189,201,204,165,176,206,216,239,229,325
1039,,532,507,534,491,468,517,404,384,505,405,302,379,277,382
1040,,3,3,3,3,3,3,2,2,2,2,2,3,2,2
1041,,429,360,345,305,310,324,280,519,520,320,274,343,320,545
1042,,44,44,21,38,38,27,15,9,16,16,10,22,5,13
1043,,174,164,172,161,165,158,138,168,196,153,161,179,135,154
1044,,0,4,5,1,3,1,1,0,2,2,2,1,2,0
1045,,46,37,29,28,43,23,44,47,44,36,45,43,38,36
1046,,15,24,30,29,26,23,24,24,25,32,23,19,27,18
1047,,108,115,88,132,95,118,91,122,119,135,136,167,154,150
1048,,365,305,436,395,420,446,325,236,262,295,284,262,214,155
1049,,2,2,2,1,1,1,1,1,1,1,1,1,1,1
1050,,100,89,100,91,75,107,116,96,99,131,112,130,133,111
1051,,20,23,23,39,32,23,15,9,18,19,29,26,9,15
1052,,408,387,395,349,361,338,323,320,321,328,333,336,333,270
1053,,0,2,1,4,1,0,2,0,2,1,0,3,1,0
1054,,9,7,18,21,17,11,15,24,19,23,21,26,7,24
1055,,21,14,23,22,15,12,17,14,19,10,14,14,10,15
1056,,97,73,64,71,75,62,53,68,82,103,84,123,126,152
1057,,165,184,177,224,159,152,171,181,165,132,114,137,97,142
1058,,937,914,927,875,950,769,763,763,926,905,842,796,668,796
1059,,206,150,98,123,130,139,157,123,155,146,138,149,118,192
1060,,18,24,21,11,12,11,8,7,12,6,9,8,7,8
1061,,161,146,149,170,151,121,135,138,156,154,137,165,118,168
1062,,12,10,10,12,14,15,11,6,11,17,27,14,13,1
1063,,47,35,44,51,53,39,33,66,93,54,56,84,74,3
1064,,308,275,301,222,235,237,172,198,228,248,269,254,243,3
1065,,352,289,360,410,395,481,396,381,388,392,425,414,565,9
1066,,1,1,1,1,1,1,1,1,1,1,1,973,905,9
1067,,5,5,4,5,5,4,4,4,4,5,4,4,4,49
1068,,704,688,407,504,589,597,569,581,549,807,768,736,962,7
1069,,10,10,9,14,6,7,7,5,12,1,11,7,3,1
1070,,497,453,446,456,464,438,389,395,443,457,462,455,467,8
1071,,40,30,25,16,25,23,15,21,27,31,35,35,35,45
1072,,278,282,262,251,245,242,250,243,360,327,406,407,387,353
1073,,557,482,527,481,490,496,467,496,733,653,599,571,460,442
1074,,2,2,2,2,2,2,2,2,2,3,2,3,3,4
1075,,4,4,4,4,4,3,3,3,3,3,3,3,2,2
1076,,14,14,13,12,13,15,14,13,14,15,15,15,15,13
1077,,2,1,1,1,1,1,1,2,2,2,2,2,2,2
1078,,189,187,180,129,139,134,113,120,129,136,100,139,127,132
1079,,564,521,511,459,470,480,483,447,534,558,572,612,576,557
1080,,2,2,0,4,6,0,2,0,3,1,2,2,4,2
1081,,37,62,48,41,48,38,37,37,36,45,71,80,78,46
1082,,39,35,44,28,20,24,23,15,23,31,33,26,35,22
1083,,555,514,172,143,152,129,123,49,115,145,149,197,174,285
1084,,346,247,321,243,259,315,217,199,190,178,165,147,126,155
1085,,2,2,2,1,1,1,1,1,1,1,1,1,1,1
1086,,116,99,162,142,171,177,179,159,199,160,152,171,192,235
1087,,17,19,23,19,19,16,19,0,10,2,9,7,9,11
1088,,247,232,167,145,149,139,129,94,120,127,138,147,135,137
1089,,2,1,3,0,2,2,2,6,5,4,4,3,4,4
1090,,35,35,28,40,60,40,33,127,166,108,109,120,69,39
1091,,53,60,51,36,38,42,45,29,52,58,70,78,65,43
1092,,221,209,226,213,189,201,204,165,176,206,216,239,229,325
1093,,532,507,534,491,468,517,404,384,505,405,302,379,277,382
1094,,3,3,3,3,3,3,2,2,2,2,2,3,2,2
1095,,429,360,345,305,310,324,280,519,520,320,274,343,320,545
1096,,44,44,21,38,38,27,15,9,16,16,10,22,5,13
1097,,174,164,172,161,165,158,138,168,196,153,161,179,135,154
1098,,0,4,5,1,3,1,1,0,2,2,2,1,2,0
1099,,46,37,29,28,43,23,44,47,44,36,45,43,38,36
1100,,15,24,30,29,26,23,24,24,25,32,23,19,27,18
1101,,108,115,88,132,95,118,91,122,119,135,136,167,154,150
1102,,365,305,436,395,420,446,325,236,262,295,284,262,214,155
1103,,2,2,2,1,1,1,1,1,1,1,1,1,1,1
1104,,100,89,100,91,75,107,116,96,99,131,112,130,133,111
1105,,20,23,23,39,32,23,15,9,18,19,29,26,9,15
1106,,408,387,395,349,361,338,323,320,321,328,333,336,333,270
1107,,0,2,1,4,1,0,2,0,2,1,0,3,1,0
1108,,9,7,18,21,17,11,15,24,19,23,21,26,7,24
1109,,21,14,23,22,15,12,17,14,19,10,14,14,10,15
1110,,97,73,64,71,75,62,53,68,82,103,84,123,126,152
1111,,165,184,177,224,159,152,171,181,165,132,114,137,97,142
1112,,937,914,927,875,950,769,763,763,926,905,842,796,668,796
1113,,206,150,98,123,130,139,157,123,155,146,138,149,118,192
1114,,18,24,21,11,12,11,8,7,12,6,9,8,7,8
1115,,161,146,149,170,151,121,135,138,156,154,137,165,118,168
1116,,12,10,10,12,14,15,11,6,11,17,27,14,13,1
1117,,47,35,44,51,53,39,33,66,93,54,56,84,74,3
1118,,308,275,301,222,235,237,172,198,228,248,269,254,243,3
1119,,352,289,360,410,395,481,396,381,388,392,425,414,565,9
1120,,1,1,1,1,1,1,1,1,1,1,1,973,905,9
1121,,5,5,4,5,5,4,4,4,4,5,4,4,4,49
1122,,704,688,407,504,589,597,569,581,549,807,768,736,962,7
1123,,10,10,9,14,6,7,7,5,12,1,11,7,3,1
1124,,497,453,446,456,464,438,389,395,443,457,462,455,467,8
1125,,40,30,25,16,25,23,15,21,27,31,35,35,35,45
1126,,278,282,262,251,245,242,250,243,360,327,406,407,387,353
1127,,557,482,527,481,490,496,467,496,733,653,599,571,460,442
1128,,2,2,2,2,2,2,2,2,2,3,2,3,3,4
1129,,4,4,4,4,4,3,3,3,3,3,3,3,2,2
1130,,14,14,13,12,13,15,14,13,14,15,15,15,15,13
1131,,2,1,1,1,1,1,1,2,2,2,2,2,2,2
1132,,189,187,180,129,139,134,113,120,129,136,100,139,127,132
1133,,564,521,511,459,470,480,483,447,534,558,572,612,576,557
1134,,2,2,0,4,6,0,2,0,3,1,2,2,4,2
1135,,37,62,48,41,48,38,37,37,36,45,71,80,78,46
1136,,39,35,44,28,20,24,23,15,23,31,33,26,35,22
1137,,555,514,172,143,152,129,123,49,115,145,149,197,174,285
1138,,346,247,321,243,259,315,217,199,190,178,165,147,126,155
1139,,2,2,2,1,1,1,1,1,1,1,1,1,1,1
1140,,116,99,162,142,171,177,179,159,199,160,152,171,192,235
1141,,17,19,23,19,19,16,19,0,10,2,9,7,9,11
1142,,247,232,167,145,149,139,129,94,120,127,138,147,135,137
1143,,2,1,3,0,2,2,2,6,5,4,4,3,4,4
1144,,35,35,28,40,60,40,33,127,166,108,109,120,69,39
1145,,53,60,51,36,38,42,45,29,52,58,70,78,65,43
1146,,221,209,226,213,189,201,204,165,176,206,216,239,229,325
1147,,532,507,534,491,468,517,404,384,505,405,302,379,277,382
1148,,3,3,3,3,3,3,2,2,2,2,2,3,2,2
1149,,429,360,345,305,310,324,280,519,520,320,274,343,320,545
1150,,44,44,21,38,38,27,15,9,16,16,10,22,5,13
1151,,174,164,172,161,165,158,138,168,196,153,161,179,135,154
1152,,0,4,5,1,3,1,1,0,2,2,2,1,2,0
1153,,46,37,29,28,43,23,44,47,44,36,45,43,38,36
1154,,15,24,30,29,26,23,24,24,25,32,23,19,27,18
1155,,108,115,88,132,95,118,91,122,119,135,136,167,154,150
1156,,365,305,436,395,420,446,325,236,262,295,284,262,214,155
1157,,2,2,2,1,1,1,1,1,1,1,1,1,1,1
1158,,100,89,100,91,75,107,116,96,99,131,112,130,133,111
1159,,20,23,23,39,32,23,15,9,18,19,29,26,9,15
1160,,408,387,395,349,361,338,323,320,321,328,333,336,333,270
1161,,0,2,1,4,1,0,2,0,2,1,0,3,1,0
1162,,9,7,18,21,17,11,15,24,19,23,21,26,7,24
1163,,21,14,23,22,15,12,17,14,19,10,14,14,10,15
1164,,97,73,64,71,75,62,53,68,82,103,84,123,126,152
1165,,165,184,177,224,159,152,171,181,165,132,114,137,97,142
1166,,937,914,927,875,950,769,763,763,926,905,842,796,668,796
1167,,206,150,98,123,130,139,157,123,155,146,138,149,118,192
1168,,18,24,21,11,12,11,8,7,12,6,9,8,7,8
1169,,161,146,149,170,151,121,135,138,156,154,137,165,118,168
1170,,12,10,10,12,14,15,11,6,11,17,27,14,13,1
1171,,47,35,44,51,53,39,33,66,93,54,56,84,74,3
1172,,308,275,301,222,235,237,172,198,228,248,269,254,243,3
1173,,352,289,360,410,395,481,396,381,388,392,425,414,565,9
1174,,1,1,1,1,1,1,1,1,1,1,1,973,905,9
1175,,5,5,4,5,5,4,4,4,4,5,4,4,4,49
1176,,704,688,407,504,589,597,569,581,549,807,768,736,962,7
1177,,10,10,9,14,6,7,7,5,12,1,11,7,3,1
1178,,497,453,446,456,464,438,389,395,443,457,462,455,467,8
1179,,40,30,25,16,25,23,15,21,27,31,35,35,35,45
1180,,278,282,262,251,245,242,250,243,360,327,406,407,387,353
1181,,557,482,527,481,490,496,467,496,733,653,599,571,460,442
1182,,2,2,2,2,2,2,2,2,2,3,2,3,3,4
1183,,4,4,4,4,4,3,3,3,3,3,3,3,2,2
1184,,14,14,13,12,13,15,14,13,14,15,15,15,15,13
1185,,2,1,1,1,1,1,1,2,2,2,2,2,2,2
1186,,189,187,180,129,139,134,113,120,129,136,100,139,127,132
1187,,564,521,511,459,470,480,483,447,534,558,572,612,576,557
1188,,2,2,0,4,6,0,2,0,3,1,2,2,4,2
1189,,37,62,48,41,48,38,37,37,36,45,71,80,78,46
1190,,39,35,44,28,20,24,23,15,23,31,33,26,35,22
1191,,555,514,172,143,152,129,123,49,115,145,149,197,174,285
1192,,346,247,321,243,259,315,217,199,190,178,165,147,126,155
1193,,2,2,2,1,1,1,1,1,1,1,1,1,1,1
1194,,116,99,162,142,171,177,179,159,199,160,152,171,192,235
1195,,17,19,23,19,19,16,19,0,10,2,9,7,9,11
1196,,247,232,167,145,149,139,129,94,120,127,138,147,135,137
1197,,2,1,3,0,2,2,2,6,5,4,4,3,4,4
1198,,35,35,28,40,60,40,33,127,166,108,109,120,69,39
1199,,53,60,51,36,38,42,45,29,52,58,70,78,65,43
1200,,221,209,226,213,189,201,204,165,176,206,216,239,229,325
1201,,532,507,534,491,468,517,404,384,505,405,302,379,277,382
1202,,3,3,3,3,3,3,2,2,2,2,2,3,2,2
1203,,429,360,345,305,310,324,280,519,520,320,274,343,320,545
1204,,44,44,21,38,38,27,15,9,16,16,10,22,5,13
1205,,174,164,172,161,165,158,138,168,196,153,161,179,135,154
1206,,0,4,5,1,3,1,1,0,2,2,2,1,2,0
1207,,46,37,29,28,43,23,44,47,44,36,45,43,38,36
1208,,15,24,30,29,26,23,24,24,25,32,23,19,27,18
1209,,108,115,88,132,95,118,91,122,119,135,136,167,154,150
1210,,365,305,436,395,420,446,325,236,262,295,284,262,214,155
1211,,2,2,2,1,1,1,1,1,1,1,1,1,1,1
1212,,100,89,100,91,75,107,116,96,99,131,112,130,133,111
1213,,20,23,23,39,32,23,15,9,18,19,29,26,9,15
1214,,408,387,395,349,361,338,323,320,321,328,333,336,333,270
1215,,0,2,1,4,1,0,2,0,2,1,0,3,1,0
1216,,9,7,18,21,17,11,15,24,19,23,21,26,7,24
1217,,21,14,23,22,15,12,17,14,19,10,14,14,10,15
1218,,97,73,64,71,75,62,53,68,82,103,84,123,126,152
1219,,165,184,177,224,159,152,171,181,165,132,114,137,97,142
1220,,937,914,927,875,950,769,763,763,926,905,842,796,668,796
1221,,206,150,98,123,130,139,157,123,155,146,138,149,118,192
1222,,18,24,21,11,12,11,8,7,12,6,9,8,7,8
1223,,161,146,149,170,151,121,135,138,156,154,137,165,118,168
1224,,12,10,10,12,14,15,11,6,11,17,27,14,13,1
1225,,47,35,44,51,53,39,33,66,93,54,56,84,74,3
1226,,308,275,301,222,235,237,172,198,228,248,269,254,243,3
1227,,352,289,360,410,395,481,396,381,388,392,425,414,565,9
1228,,1,1,1,1,1,1,1,1,1,1,1,973,905,9
1229,,5,5,4,5,5,4,4,4,4,5,4,4,4,49
1230,,704,688,407,504,589,597,569,581,549,807,768,736,962,7
1231,,10,10,9,14,6,7,7,5,12,1,11,7,3,1
1232,,497,453,446,456,464,438,389,395,443,457,462,455,467,8
1233,,40,30,25,16,25,23,15,21,27,31,35,35,35,45
1234,,278,282,262,251,245,242,250,243,360,327,406,407,387,353
1235,,557,482,527,481,490,496,467,496,733,653,599,571,460,442
1236,,2,2,2,2,2,2,2,2,2,3,2,3,3,4
1237,,4,4,4,4,4,3,3,3,3,3,3,3,2,2
1238,,14,14,13,12,13,15,14,13,14,15,15,15,15,13
1239,,2,1,1,1,1,1,1,2,2,2,2,2,2,2
1240,,189,187,180,129,139,134,113,120,129,136,100,139,127,132
1241,,564,521,511,459,470,480,483,447,534,558,572,612,576,557
1242,,2,2,0,4,6,0,2,0,3,1,2,2,4,2
1243,,37,62,48,41,48,38,37,37,36,45,71,80,78,46
1244,,39,35,44,28,20,24,23,15,23,31,33,26,35,22
1245,,555,514,172,143,152,129,123,49,115,145,149,197,174,285
1246,,346,247,321,243,259,315,217,199,190,178,165,147,126,155
1247,,2,2,2,1,1,1,1,1,1,1,1,1,1,1
1248,,116,99,162,142,171,177,179,159,199,160,152,171,192,235
1249,,17,19,23,19,19,16,19,0,10,2,9,7,9,11
1250,,247,232,167,145,149,139,129,94,120,127,138,147,135,137
1251,,2,1,3,0,2,2,2,6,5,4,4,3,4,4
1252,,35,35,28,40,60,40,33,127,166,108,109,120,69,39
1253,,53,60,51,36,38,42,45,29,52,58,70,78,65,43
1254,,221,209,226,213,189,201,204,165,176,206,216,239,229,325
1255,,532,507,534,491,468,517,404,384,505,405,302,379,277,382
1256,,3,3,3,3,3,3,2,2,2,2,2,3,2,2
1257,,429,360,345,305,310,324,280,519,520,320,274,343,320,545
1258,,44,44,21,38,38,27,15,9,16,16,10,22,5,13
1259,,174,164,172,161,165,158,138,168,196,153,161,179,135,154
1260,,0,4,5,1,3,1,1,0,2,2,2,1,2,0
1261,,46,37,29,28,43,23,44,47,44,36,45,43,38,36
1262,,15,24,30,29,26,23,24,24,25,32,23,19,27,18
1263,,108,115,88,132,95,118,91,122,119,135,136,167,154,150
1264,,365,305,436,395,420,446,325,236,262,295,284,262,214,155
1265,,2,2,2,1,1,1,1,1,1,1,1,1,1,1
1266,,100,89,100,91,75,107,116,96,99,131,112,130,133,111
1267,,20,23,23,39,32,23,15,9,18,19,29,26,9,15
1268,,408,387,395,349,361,338,323,320,321,328,333,336,333,270
1269,,0,2,1,4,1,0,2,0,2,1,0,3,1,0
1270,,9,7,18,21,17,11,15,24,19,23,21,26,7,24
1271,,21,14,23,22,15,12,17,14,19,10,14,14,10,15
1272,,97,73,64,71,75,62,53,68,82,103,84,123,126,152
1273,,165,184,177,224,159,152,171,181,165,132,114,137,97,142
1274,,937,914,927,875,950,769,763,763,926,905,842,796,668,796
1275,,206,150,98,123,130,139,157,123,155,146,138,149,118,192
1276,,18,24,21,11,12,11,8,7,12,6,9,8,7,8
1277,,161,146,149,170,151,121,135,138,156,154,137,165,118,168
1278,,12,10,10,12,14,15,11,6,11,17,27,14,13,1
1279,,47,35,44,51,53,39,33,66,93,54,56,84,74,3
1280,,308,275,301,222,235,237,172,198,228,248,269,254,243,3
1281,,352,289,360,410,395,481,396,381,388,392,425,414,565,9
1282,,1,1,1,1,1,1,1,1,1,1,1,973,905,9
1283,,5,5,4,5,5,4,4,4,4,5,4,4,4,49
1284,,704,688,407,504,589,597,569,581,549,807,768,736,962,7
1285,,10,10,9,14,6,7,7,5,12,1,11,7,3,1
1286,,497,453,446,456,464,438,389,395,443,457,462,455,467,8
1287,,40,30,25,16,25,23,15,21,27,31,35,35,35,45
1288,,278,282,262,251,245,242,250,243,360,327,406,407,387,353
1289,,557,482,527,481,490,496,467,496,733,653,599,571,460,442
1290,,2,2,2,2,2,2,2,2,2,3,2,3,3,4
1291,,4,4,4,4,4,3,3,3,3,3,3,3,2,2
1292,,14,14,13,12,13,15,14,13,14,15,15,15,15,13
1293,,2,1,1,1,1,1,1,2,2,2,2,2,2,2
1294,,189,187,180,129,139,134,113,120,129,136,100,139,127,132
1295,,564,521,511,459,470,480,483,447,534,558,572,612,576,557
1296,,2,2,0,4,6,0,2,0,3,1,2,2,4,2
1297,,37,62,48,41,48,38,37,37,36,45,71,80,78,46
1298,,39,35,44,28,20,24,23,15,23,31,33,26,35,22
1299,,555,514,172,143,152,129,123,49,115,145,149,197,174,285
1300,,346,247,321,243,259,315,217,199,190,178,165,147,126,155
1301,,2,2,2,1,1,1,1,1,1,1,1,1,1,1
1302,,116,99,162,142,171,177,179,159,199,160,152,171,192,235
1303,,17,19,23,19,19,16,19,0,10,2,9,7,9,11
1304,,247,232,167,145,149,139,129,94,120,127,138,147,135,137
1305,,2,1,3,0,2,2,2,6,5,4,4,3,4,4
1306,,35,35,28,40,60,40,33,127,166,108,109,120,69,39
1307,,53,60,51,36,38,42,45,29,52,58,70,78,65,43
1308,,221,209,226,213,189,201,204,165,176,206,216,239,229,325
1309,,532,507,534,491,468,517,404,384,505,405,302,379,277,382
1310,,3,3,3,3,3,3,2,2,2,2,2,3,2,2
1311,,429,360,345,305,310,324,280,519,520,320,274,343,320,545
1312,,44,44,21,38,38,27,15,9,16,16,10,22,5,13
1313,,174,164,172,161,165,158,138,168,196,153,161,179,135,154
1314,,0,4,5,1,3,1,1,0,2,2,2,1,2,0
1315,,46,37,29,28,43,23,44,47,44,36,45,43,38,36
1316,,15,24,30,29,26,23,24,24,25,32,23,19,27,18
1317,,108,115,88,132,95,118,91,122,119,135,136,167,154,150
1318,,365,305,436,395,420,446,325,236,262,295,284,262,214,155
1319,,2,2,2,1,1,1,1,1,1,1,1,1,1,1
1320,,100,89,100,91,75,107,116,96,99,131,112,130,133,111
1321,,20,23,23,39,32,23,15,9,18,19,29,26,9,15
1322,,408,387,395,349,361,338,323,320,321,328,333,336,333,270
1323,,0,2,1,4,1,0,2,0,2,1,0,3,1,0
1324,,9,7,18,21,17,11,15,24,19,23,21,26,7,24
1325,,21,14,23,22,15,12,17,14,19,10,14,14,10,15
1326,,97,73,64,71,75,62,53,68,82,103,84,123,126,152
1327,,165,184,177,224,159,152,171,181,165,132,114,137,97,142
1328,,937,914,927,875,950,769,763,763,926,905,842,796,668,796
1329,,206,150,98,123,130,139,157,123,155,146,138,149,118,192
1330,,18,24,21,11,12,11,8,7,12,6,9,8,7,8
1331,,161,146,149,170,151,121,135,138,156,154,137,165,118,168
1332,,12,10,10,12,14,15,11,6,11,17,27,14,13,1
1333,,47,35,44,51,53,39,33,66,93,54,56,84,74,3
1334,,308,275,301,222,235,237,172,198,228,248,269,254,243,3
1335,,352,289,360,410,395,481,396,381,388,392,425,414,565,9
1336,,1,1,1,1,1,1,1,1,1,1,1,973,905,9
1337,,5,5,4,5,5,4,4,4,4,5,4,4,4,49
1338,,704,688,407,504,589,597,569,581,549,807,768,736,962,7
1339,,10,10,9,14,6,7,7,5,12,1,11,7,3,1
1340,,497,453,446,456,464,438,389,395,443,457,462,455,467,8
1341,,40,30,25,16,25,23,15,21,27,31,35,35,35,45
1342,,278,282,262,251,245,242,250,243,360,327,406,407,387,353
1343,,557,482,527,481,490,496,467,496,733,653,599,571,460,442
1344,,2,2,2,2,2,2,2,2,2,3,2,3,3,4
1345,,4,4,4,4,4,3,3,3,3,3,3,3,2,2
1346,,14,14,13,12,13,15,14,13,14,15,15,15,15,13
1347,,2,1,1,1,1,1,1,2,2,2,2,2,2,2
1348,,189,187,180,129,139,134,113,120,129,136,100,139,127,132
1349,,564,521,511,459,470,480,483,447,534,558,572,612,576,557
0,Murders,2,2,0,4,6,0,2,0,3,1,2,2,4,2
1,Rapes,37,62,48,41,48,38,37,37,36,45,71,80,78,46
2,Robberies,39,35,44,28,20,24,23,15,23,31,33,26,35,22
3,Assaults,555,514,172,143,152,129,123,49,115,145,149,197,174,285
4,Burglaries,346,247,321,243,259,315,217,199,190,178,165,147,126,155
5,Thefts,2,2,2,1,1,1,1,1,1,1,1,1,1,1
6,Auto thefts,116,99,162,142,171,177,179,159,199,160,152,171,192,235
7,Arson,17,19,23,19,19,16,19,0,10,2,9,7,9,11
8,City-Data.co,247,232,167,145,149,139,129,94,120,127,138,147,135,137
0,Murders,2,1,3,0,2,2,2,6,5,4,4,3,4,4
1,Rapes,35,35,28,40,60,40,33,127,166,108,109,120,69,39
